checklist_id,observer_id,sampling_event_identifier,scientific_name,observation_count,state_code,locality_id,latitude,longitude,protocol_type,all_species_reported,observation_date,year,day_of_year,time_observations_started,duration_minutes,effort_distance_km,number_observers,species_observed
S30056242,obsr225717,S30056242,Cardinalis cardinalis,11,US-IL,L152632,41.8621,-88.1725,Traveling,TRUE,2016-06-02,2016,154,16.183333333333334,95,3.701,1,TRUE
S30253699,obsr308485,S30253699,Cardinalis cardinalis,1,US-IL,L3638091,42.135509,-88.468846,Traveling,TRUE,2016-06-16,2016,168,10.233333333333333,9,0.161,1,TRUE
S30098333,obsr95280,S30098333,Cardinalis cardinalis,3,US-IL,L4676172,42.1396505,-89.266237,Traveling,TRUE,2016-06-05,2016,157,8.7,65,1.609,1,TRUE
S30173525,obsr751234,S30173525,Cardinalis cardinalis,1,US-IL,L207016,42.1470902,-87.7895394,Traveling,TRUE,2016-06-11,2016,163,6.55,90,1.609,2,TRUE
S30439528,obsr114884,S30439528,Cardinalis cardinalis,2,US-IL,L1412774,41.5557042,-87.6593163,Traveling,TRUE,2016-06-29,2016,181,4.916666666666667,20,1.609,1,TRUE
S30887226,obsr416195,S30887226,Cardinalis cardinalis,1,US-IL,L2288069,39.4932584,-88.1562409,Stationary,TRUE,2016-06-19,2016,171,15.5,300,0,2,TRUE
S30153134,obsr185482,S30153134,Cardinalis cardinalis,2,US-IL,L720281,41.68334,-87.87695,Stationary,TRUE,2016-06-09,2016,161,8.1,5,0,1,TRUE
S31129658,obsr298126,S31129658,Cardinalis cardinalis,1,US-IL,L4862598,41.95827,-88.22878,Stationary,TRUE,2016-06-14,2016,166,9.916666666666666,10,0,1,TRUE
S30481178,obsr363864,S30481178,Cardinalis cardinalis,1,US-IL,L3623288,42.0527242,-89.9384809,Stationary,TRUE,2016-06-27,2016,179,12.75,15,0,2,TRUE
S30256570,obsr173859,S30256570,Cardinalis cardinalis,1,US-IL,L4707493,40.274334,-90.066182,Traveling,TRUE,2016-06-16,2016,168,13.683333333333334,31,0.805,1,TRUE
S30207285,obsr142929,S30207285,Cardinalis cardinalis,1,US-IL,L152605,41.6882326,-87.5733733,Stationary,TRUE,2016-06-13,2016,165,5.666666666666667,30,0,1,TRUE
S30185140,obsr772591,S30185140,Cardinalis cardinalis,1,US-IL,L4693031,42.16152,-87.979889,Stationary,TRUE,2016-06-11,2016,163,20.416666666666668,10,0,1,TRUE
S30302577,obsr177921,S30302577,Cardinalis cardinalis,1,US-IL,L1160500,42.0678369,-87.6980209,Stationary,TRUE,2016-06-19,2016,171,12.583333333333334,20,0,1,TRUE
S30363893,obsr406840,S30363893,Cardinalis cardinalis,3,US-IL,L1623693,41.8454773,-88.270244,Traveling,TRUE,2016-06-23,2016,175,18.666666666666668,40,3.219,1,TRUE
S30122034,obsr532631,S30122034,Cardinalis cardinalis,4,US-IL,L105600,41.9803903,-87.7412754,Traveling,TRUE,2016-06-07,2016,159,11.75,93,3.219,1,TRUE
S30091924,obsr413947,S30091924,Cardinalis cardinalis,4,US-IL,L322155,42.3084966,-88.2494274,Traveling,TRUE,2016-06-05,2016,157,8.166666666666666,60,1.609,1,TRUE
S30152706,obsr185482,S30152706,Cardinalis cardinalis,1,US-IL,L720817,41.66881,-87.88376,Stationary,TRUE,2016-06-09,2016,161,6.133333333333334,5,0,1,TRUE
S30424600,obsr185482,S30424600,Cardinalis cardinalis,1,US-IL,L720817,41.66881,-87.88376,Stationary,TRUE,2016-06-23,2016,175,6.05,5,0,1,TRUE
S30292529,obsr27185,S30292529,Cardinalis cardinalis,4,US-IL,L865093,41.9786667,-89.3660545,Stationary,TRUE,2016-06-18,2016,170,13.25,75,0,2,TRUE
S30149988,obsr746975,S30149988,Cardinalis cardinalis,1,US-IL,L371433,42.0951654,-87.8820419,Stationary,TRUE,2016-06-08,2016,160,10.5,30,0,1,TRUE
S30162159,obsr400996,S30162159,Cardinalis cardinalis,2,US-IL,L505882,41.7100537,-88.1433105,Traveling,TRUE,2016-06-10,2016,162,9.65,61,1.207,1,TRUE
S30302747,obsr608473,S30302747,Cardinalis cardinalis,1,US-IL,L356690,41.361482,-88.314979,Traveling,TRUE,2016-06-19,2016,171,7.5,130,4.023,1,TRUE
S49207387,obsr1032850,S49207387,Cardinalis cardinalis,4,US-IL,L874303,41.7359025,-88.5096359,Traveling,TRUE,2016-06-25,2016,177,8.083333333333334,125,2.816,5,TRUE
S30204121,obsr405169,S30204121,Cardinalis cardinalis,1,US-IL,L124256,42.1022139,-87.7636799,Traveling,TRUE,2016-06-12,2016,164,19,90,1.609,1,TRUE
S30371120,obsr516240,S30371120,Cardinalis cardinalis,3,US-IL,L874303,41.7359025,-88.5096359,Traveling,TRUE,2016-06-24,2016,176,8.883333333333333,174,4.023,1,TRUE
S30235648,obsr245659,S30235648,Cardinalis cardinalis,1,US-IL,L1100383,42.1511727,-88.480145,Stationary,TRUE,2016-06-10,2016,162,10,60,0,1,TRUE
S30253651,obsr136647,S30253651,Cardinalis cardinalis,1,US-IL,L1220064,42.196234,-87.8572583,Stationary,TRUE,2016-06-16,2016,168,5.65,5,0,2,TRUE
S30269010,obsr265883,S30269010,Cardinalis cardinalis,5,US-IL,L2343779,42.2944094,-88.226341,Stationary,TRUE,2016-06-07,2016,159,19,60,0,1,TRUE
S30162335,obsr397921,S30162335,Cardinalis cardinalis,2,US-IL,L160854,42.288961,-88.6005306,Traveling,TRUE,2016-06-10,2016,162,8.2,90,3.219,1,TRUE
S30437298,obsr770138,S30437298,Cardinalis cardinalis,8,US-IL,L1000317,38.3044865,-90.3070164,Traveling,TRUE,2016-06-28,2016,180,16.316666666666666,195,4.667,1,TRUE
S30291235,obsr53964,S30291235,Cardinalis cardinalis,1,US-IL,L4714999,39.9865173,-90.3782773,Traveling,TRUE,2016-06-18,2016,170,20.3,62,1.609,4,TRUE
S30817972,obsr146134,S30817972,Cardinalis cardinalis,2,US-IL,L565380,41.9251932,-88.3461288,Stationary,TRUE,2016-06-12,2016,164,6.216666666666667,5,0,2,TRUE
S30245997,obsr377612,S30245997,Cardinalis cardinalis,1,US-IL,L1532424,41.800537,-88.0510642,Traveling,TRUE,2016-06-15,2016,167,13.333333333333334,30,0.402,2,TRUE
S30265129,obsr123271,S30265129,Cardinalis cardinalis,1,US-IL,L3720657,42.4057453,-87.8438044,Stationary,TRUE,2016-06-17,2016,169,6.416666666666667,5,0,1,TRUE
S30463275,obsr687838,S30463275,Cardinalis cardinalis,1,US-IL,L1255150,42.0811522,-88.3093071,Traveling,TRUE,2016-06-29,2016,181,18.666666666666668,110,3,1,TRUE
S30165295,obsr123174,S30165295,Cardinalis cardinalis,2,US-IL,L519294,41.8705675,-87.7854449,Stationary,TRUE,2016-06-10,2016,162,6.5,135,0,1,TRUE
S30357298,obsr123174,S30357298,Cardinalis cardinalis,3,US-IL,L519294,41.8705675,-87.7854449,Stationary,TRUE,2016-06-22,2016,174,5.333333333333333,210,0,1,TRUE
S30404570,obsr106714,S30404570,Cardinalis cardinalis,1,US-IL,L555014,41.6738875,-87.9004955,Stationary,TRUE,2016-06-25,2016,177,7.733333333333333,5,0,2,TRUE
S30389868,obsr270929,S30389868,Cardinalis cardinalis,7,US-IL,L200627,38.7039503,-90.0724398,Traveling,TRUE,2016-06-25,2016,177,5.5,90,4.828,1,TRUE
S30809891,obsr446415,S30809891,Cardinalis cardinalis,2,US-IL,L429621,41.9642673,-89.3633723,Traveling,TRUE,2016-06-05,2016,157,11,120,3.219,2,TRUE
S30188531,obsr540180,S30188531,Cardinalis cardinalis,2,US-IL,L4693760,42.021433,-87.668832,Stationary,TRUE,2016-06-12,2016,164,6.683333333333334,1,0,1,TRUE
S30121720,obsr455520,S30121720,Cardinalis cardinalis,2,US-IL,L152713,41.6051,-87.5619,Traveling,TRUE,2016-06-07,2016,159,11.833333333333334,50,2.414,1,TRUE
S30427625,obsr231296,S30427625,Cardinalis cardinalis,6,US-IL,L2953283,38.58432,-89.88202,Stationary,TRUE,2016-06-25,2016,177,5.916666666666667,240,0,2,TRUE
S35696038,obsr515761,S35696038,Cardinalis cardinalis,2,US-IL,L5654280,41.90486,-88.15814,Stationary,TRUE,2016-06-18,2016,170,6.25,5,0,1,TRUE
S30118182,obsr47764,S30118182,Cardinalis cardinalis,3,US-IL,L233838,41.6983333,-89.2761111,Traveling,TRUE,2016-06-07,2016,159,7.666666666666667,57,1.77,1,TRUE
S30434023,obsr284288,S30434023,Cardinalis cardinalis,2,US-IL,L1925316,42.0702416,-87.7260822,Stationary,TRUE,2016-06-28,2016,180,7,120,0,2,TRUE
S30183626,obsr284288,S30183626,Cardinalis cardinalis,2,US-IL,L1925316,42.0702416,-87.7260822,Stationary,TRUE,2016-06-11,2016,163,8,120,0,2,TRUE
S30411788,obsr185482,S30411788,Cardinalis cardinalis,1,US-IL,L3674790,41.71961,-87.88377,Stationary,TRUE,2016-06-21,2016,173,5.566666666666666,5,0,1,TRUE
S30061084,obsr27185,S30061084,Cardinalis cardinalis,,US-IL,L304117,42.03225,-90.1160167,Stationary,TRUE,2016-06-03,2016,155,10.166666666666666,15,0,1,FALSE
S30435241,obsr11027,S30435241,Cardinalis cardinalis,1,US-IL,L991634,42.0676457,-88.1106091,Stationary,TRUE,2016-06-28,2016,180,12.916666666666666,5,0,1,TRUE
S31406567,obsr55667,S31406567,Cardinalis cardinalis,1,US-IL,L562701,42.07255,-88.43192,Stationary,TRUE,2016-06-12,2016,164,5.983333333333333,5,0,1,TRUE
S30152516,obsr185482,S30152516,Cardinalis cardinalis,1,US-IL,L717190,41.67189,-87.87898,Stationary,TRUE,2016-06-09,2016,161,5.616666666666667,5,0,1,TRUE
S30471287,obsr539058,S30471287,Cardinalis cardinalis,1,US-IL,L152671,42.4025,-87.8324,Traveling,TRUE,2016-06-30,2016,182,14,45,1.609,1,TRUE
S30335527,obsr416195,S30335527,Cardinalis cardinalis,2,US-IL,L3812312,39.5196681,-88.1227112,Traveling,TRUE,2016-06-12,2016,164,19.316666666666666,13,2.5,3,TRUE
S30188820,obsr114884,S30188820,Cardinalis cardinalis,3,US-IL,L152658,41.5626,-87.6437,Traveling,TRUE,2016-06-12,2016,164,5.25,100,3.219,1,TRUE
S30197824,obsr187520,S30197824,Cardinalis cardinalis,3,US-IL,L152711,42.1795,-87.9149,Traveling,TRUE,2016-06-12,2016,164,7.566666666666666,51,2.414,1,TRUE
S30079710,obsr14689,S30079710,Cardinalis cardinalis,2,US-IL,L107063,42.17192,-88.11077,Stationary,TRUE,2016-06-04,2016,156,6.033333333333333,5,0,1,TRUE
S30471916,obsr354199,S30471916,Cardinalis cardinalis,1,US-IL,L126348,41.8268166,-88.0093994,Traveling,TRUE,2016-06-30,2016,182,14.166666666666666,75,2.816,1,TRUE
S30159594,obsr482670,S30159594,Cardinalis cardinalis,1,US-IL,L4687689,40.2752857,-90.0458872,Stationary,TRUE,2016-06-09,2016,161,7.25,120,0,1,TRUE
S30462849,obsr741668,S30462849,Cardinalis cardinalis,1,US-IL,L7785960,41.4600456,-90.5478792,Traveling,TRUE,2016-06-29,2016,181,20.216666666666665,37,0.966,1,TRUE
S33372908,obsr346918,S33372908,Cardinalis cardinalis,2,US-IL,L5209426,39.8390809,-88.3682299,Traveling,TRUE,2016-06-16,2016,168,7.25,210,1.609,2,TRUE
S30356407,obsr416195,S30356407,Cardinalis cardinalis,3,US-IL,L2288069,39.4932584,-88.1562409,Stationary,TRUE,2016-06-01,2016,153,6.75,155,0,2,TRUE
S30240881,obsr397921,S30240881,Cardinalis cardinalis,1,US-IL,L160856,42.24293,-88.3637,Traveling,TRUE,2016-06-14,2016,166,9.3,34,2.414,1,TRUE
S30167326,obsr103146,S30167326,Cardinalis cardinalis,1,US-IL,L427222,41.92913,-88.42036,Stationary,TRUE,2016-06-10,2016,162,7.05,5,0,1,TRUE
S30298872,obsr47764,S30298872,Cardinalis cardinalis,1,US-IL,L607318,41.4339755,-90.1558685,Stationary,TRUE,2016-06-19,2016,171,8.25,25,0,1,TRUE
S30399361,obsr329079,S30399361,Cardinalis cardinalis,3,US-IL,L1453653,41.6927688,-87.9329488,Traveling,TRUE,2016-06-26,2016,178,6.95,107,1.609,1,TRUE
S30193518,obsr249100,S30193518,Cardinalis cardinalis,1,US-IL,L4487566,40.6305367,-87.7149525,Stationary,TRUE,2016-06-12,2016,164,12.116666666666667,13,0,1,TRUE
S30362368,obsr311952,S30362368,Cardinalis cardinalis,3,US-IL,L3714278,41.82616,-88.0071616,Traveling,TRUE,2016-06-05,2016,157,7.983333333333333,21,0.322,1,TRUE
S30269730,obsr27185,S30269730,Cardinalis cardinalis,11,US-IL,L105600,41.9803903,-87.7412754,Traveling,TRUE,2016-06-17,2016,169,7,300,1.609,1,TRUE
S30092476,obsr313488,S30092476,Cardinalis cardinalis,4,US-IL,L4674986,42.3824027,-88.1258869,Traveling,TRUE,2016-06-01,2016,153,8.583333333333334,30,1.127,1,TRUE
S30176612,obsr321796,S30176612,Cardinalis cardinalis,6,US-IL,L604332,41.6969491,-87.9956818,Traveling,TRUE,2016-06-11,2016,163,10.183333333333334,89,4.828,1,TRUE
S30125545,obsr405169,S30125545,Cardinalis cardinalis,1,US-IL,L3902233,41.9917775,-87.8271961,Stationary,TRUE,2016-06-07,2016,159,15,60,0,1,TRUE
S30442464,obsr307478,S30442464,Cardinalis cardinalis,1,US-IL,L4011176,41.8373634,-87.799269,Traveling,TRUE,2016-06-29,2016,181,11.416666666666666,40,0.402,1,TRUE
S30128172,obsr482670,S30128172,Cardinalis cardinalis,2,US-IL,L3821792,40.0868056,-88.3288765,Traveling,TRUE,2016-06-06,2016,158,7.666666666666667,100,2.414,1,TRUE
S30420027,obsr311952,S30420027,Cardinalis cardinalis,3,US-IL,L633350,41.8160414,-88.0836153,Traveling,TRUE,2016-06-26,2016,178,14.5,181,3.701,2,TRUE
S30162861,obsr354199,S30162861,Cardinalis cardinalis,1,US-IL,L633350,41.8160414,-88.0836153,Traveling,TRUE,2016-06-10,2016,162,9.166666666666666,95,4.828,1,TRUE
S30306628,obsr34033,S30306628,Cardinalis cardinalis,1,US-IL,L932106,41.8273611,-87.8872222,Stationary,TRUE,2016-06-19,2016,171,7.833333333333333,5,0,1,TRUE
S30238192,obsr184868,S30238192,Cardinalis cardinalis,1,US-IL,L3326078,41.971547,-87.664754,Traveling,TRUE,2016-06-15,2016,167,7.35,28,0.644,1,TRUE
S30585161,obsr178245,S30585161,Cardinalis cardinalis,1,US-IL,L1518141,41.88865,-87.83125,Stationary,TRUE,2016-06-27,2016,179,7.483333333333333,5,0,1,TRUE
S30133098,obsr421935,S30133098,Cardinalis cardinalis,1,US-IL,L152688,41.8346056,-88.3738518,Stationary,TRUE,2016-06-08,2016,160,7.75,75,0,1,TRUE
S30241087,obsr772274,S30241087,Cardinalis cardinalis,3,US-IL,L380879,41.83473,-87.86176,Traveling,TRUE,2016-06-14,2016,166,19.833333333333332,15,1,2,TRUE
S30466639,obsr611038,S30466639,Cardinalis cardinalis,1,US-IL,L474309,40.4583114,-88.9520073,Traveling,TRUE,2016-06-14,2016,166,9,30,1.609,1,TRUE
S30236080,obsr245659,S30236080,Cardinalis cardinalis,1,US-IL,L1100383,42.1511727,-88.480145,Stationary,TRUE,2016-06-14,2016,166,11,60,0,1,TRUE
S30136139,obsr692611,S30136139,Cardinalis cardinalis,2,US-IL,L152665,42.2538,-88.1083,Traveling,TRUE,2016-06-08,2016,160,10.25,75,4.023,1,TRUE
S30224688,obsr110767,S30224688,Cardinalis cardinalis,5,US-IL,L357956,41.7220345,-87.8496399,Traveling,TRUE,2016-06-13,2016,165,6,120,3.219,1,TRUE
S30279441,obsr180233,S30279441,Cardinalis cardinalis,2,US-IL,L152736,41.7058,-87.9589,Traveling,TRUE,2016-06-18,2016,170,8,55,2.414,1,TRUE
S30178849,obsr34033,S30178849,Cardinalis cardinalis,1,US-IL,L1206742,41.6980028,-87.9034996,Stationary,TRUE,2016-06-11,2016,163,8.616666666666667,5,0,1,TRUE
S30408371,obsr741668,S30408371,Cardinalis cardinalis,10,US-IL,L4461618,41.429473,-90.5463659,Traveling,TRUE,2016-06-26,2016,178,19.35,30,0.161,1,TRUE
S30443416,obsr751457,S30443416,Cardinalis cardinalis,1,US-IL,L1532424,41.800537,-88.0510642,Traveling,TRUE,2016-06-29,2016,181,12.666666666666666,56,0.805,1,TRUE
S30119046,obsr388118,S30119046,Cardinalis cardinalis,2,US-IL,L2686633,41.6849385,-88.3572972,Stationary,TRUE,2016-06-07,2016,159,8.633333333333333,34,0,1,TRUE
S30356155,obsr556872,S30356155,Cardinalis cardinalis,2,US-IL,L3306304,41.4668088,-88.2038265,Traveling,TRUE,2016-06-23,2016,175,8.25,105,2.012,1,TRUE
S30907956,obsr16073,S30907956,Cardinalis cardinalis,1,US-IL,L1282030,42.0426667,-87.7905,Stationary,TRUE,2016-06-24,2016,176,8.083333333333334,5,0,1,TRUE
S30061065,obsr723017,S30061065,Cardinalis cardinalis,1,US-IL,L152610,41.2583,-88.199,Traveling,TRUE,2016-06-03,2016,155,11,165,3.219,1,TRUE
S30055929,obsr4911,S30055929,Cardinalis cardinalis,10,US-IL,L1658935,41.2091686,-88.013816,Traveling,TRUE,2016-06-03,2016,155,4.5,230,2.414,1,TRUE
S30079322,obsr123174,S30079322,Cardinalis cardinalis,1,US-IL,L519294,41.8705675,-87.7854449,Stationary,TRUE,2016-06-04,2016,156,9.333333333333334,300,0,1,TRUE
S30092034,obsr185482,S30092034,Cardinalis cardinalis,2,US-IL,L3674799,41.71987,-87.88557,Stationary,TRUE,2016-06-05,2016,157,6.3,5,0,1,TRUE
S30297156,obsr485175,S30297156,Cardinalis cardinalis,3,US-IL,L608435,40.3747335,-89.9800786,Traveling,TRUE,2016-06-18,2016,170,9.583333333333334,34,1.609,2,TRUE
S30277849,obsr613919,S30277849,Cardinalis cardinalis,1,US-IL,L4581616,41.834811,-88.299039,Stationary,TRUE,2016-06-18,2016,170,6.733333333333333,31,0,1,TRUE
S30847595,obsr155922,S30847595,Cardinalis cardinalis,1,US-IL,L4521486,41.82439,-87.90481,Stationary,TRUE,2016-06-03,2016,155,6.016666666666667,5,0,1,TRUE
S30119868,obsr47764,S30119868,Cardinalis cardinalis,1,US-IL,L3508520,41.6869405,-89.3046534,Traveling,TRUE,2016-06-07,2016,159,9.083333333333334,99,0.901,1,TRUE
S30170930,obsr310391,S30170930,Cardinalis cardinalis,5,US-IL,L1483241,38.9439859,-90.1631452,Stationary,TRUE,2016-06-10,2016,162,6.916666666666667,80,0,1,TRUE
S30083511,obsr751457,S30083511,Cardinalis cardinalis,3,US-IL,L4567115,41.405516,-88.1577449,Traveling,TRUE,2016-06-05,2016,157,5.933333333333334,153,1.609,2,TRUE
S30268297,obsr184868,S30268297,Cardinalis cardinalis,1,US-IL,L298724,41.9859832,-87.6820028,Traveling,TRUE,2016-06-17,2016,169,9.033333333333333,144,4.828,1,TRUE
S61291644,obsr424136,S61291644,Cardinalis cardinalis,1,US-IL,L10021929,41.35572,-88.3234,Stationary,TRUE,2016-06-24,2016,176,7.666666666666667,5,0,1,TRUE
S30419899,obsr741668,S30419899,Cardinalis cardinalis,1,US-IL,L4483820,41.4310154,-90.544939,Traveling,TRUE,2016-06-27,2016,179,15.4,13,0.483,1,TRUE
S30069836,obsr11014,S30069836,Cardinalis cardinalis,1,US-IL,L83508,42.2696052,-87.920934,Stationary,TRUE,2016-06-04,2016,156,8.166666666666666,5,0,1,TRUE
S30198292,obsr743453,S30198292,Cardinalis cardinalis,3,US-IL,L4696033,38.953191,-90.3614545,Traveling,TRUE,2016-06-12,2016,164,8.25,45,1.609,1,TRUE
S30298343,obsr505780,S30298343,Cardinalis cardinalis,7,US-IL,L4715187,39.921042,-89.81729,Traveling,TRUE,2016-06-19,2016,171,7.283333333333333,70,2.092,1,TRUE
S30085535,obsr414700,S30085535,Cardinalis cardinalis,4,US-IL,L165217,41.965496,-88.24506,Traveling,TRUE,2016-06-05,2016,157,6.816666666666666,193,4.023,7,TRUE
S30082954,obsr187520,S30082954,Cardinalis cardinalis,5,US-IL,L152711,42.1795,-87.9149,Traveling,TRUE,2016-06-05,2016,157,4.85,181,4.023,1,TRUE
S30059285,obsr185482,S30059285,Cardinalis cardinalis,1,US-IL,L736310,41.6706,-87.87648,Stationary,TRUE,2016-06-02,2016,154,5.283333333333333,5,0,1,TRUE
S30274694,obsr388118,S30274694,Cardinalis cardinalis,2,US-IL,L1977936,41.674691,-88.3615461,Stationary,TRUE,2016-06-17,2016,169,7.15,269,0,1,TRUE
S30189542,obsr505780,S30189542,Cardinalis cardinalis,8,US-IL,L4694019,39.92019,-89.817191,Traveling,TRUE,2016-06-12,2016,164,7.3,60,1.609,1,TRUE
S30031613,obsr325396,S30031613,Cardinalis cardinalis,3,US-IL,L1013894,40.381873,-88.95301,Traveling,TRUE,2016-06-01,2016,153,16,104,3.219,1,TRUE
S30211273,obsr129848,S30211273,Cardinalis cardinalis,2,US-IL,L1581410,41.8288225,-87.9100519,Stationary,TRUE,2016-06-12,2016,164,7.45,5,0,1,TRUE
S30272075,obsr95523,S30272075,Cardinalis cardinalis,1,US-IL,L1803035,41.7759989,-87.575183,Traveling,TRUE,2016-06-17,2016,169,7.133333333333334,36,1.127,1,TRUE
S30688658,obsr15643,S30688658,Cardinalis cardinalis,2,US-IL,L108173,41.92862,-88.32074,Stationary,TRUE,2016-06-13,2016,165,8.183333333333334,5,0,1,TRUE
S30201200,obsr584384,S30201200,Cardinalis cardinalis,1,US-IL,L152646,41.7385,-88.0777,Traveling,TRUE,2016-06-11,2016,163,5.666666666666667,50,1.609,1,TRUE
S30068870,obsr31420,S30068870,Cardinalis cardinalis,1,US-IL,L2904291,41.71901,-87.95586,Traveling,TRUE,2016-06-04,2016,156,6.633333333333333,12,0.322,1,TRUE
S30386004,obsr18979,S30386004,Cardinalis cardinalis,4,US-IL,L4204555,41.33187,-89.736688,Traveling,TRUE,2016-06-25,2016,177,11.516666666666667,80,3.541,2,TRUE
S30260083,obsr308485,S30260083,Cardinalis cardinalis,1,US-IL,L4495710,42.029193,-88.038436,Traveling,TRUE,2016-06-16,2016,168,18.15,7,0.402,1,TRUE
S30329149,obsr265883,S30329149,Cardinalis cardinalis,2,US-IL,L4721375,42.2964,-88.598019,Stationary,TRUE,2016-06-21,2016,173,9.35,5,0,1,TRUE
S30329074,obsr47764,S30329074,Cardinalis cardinalis,3,US-IL,L607318,41.4339755,-90.1558685,Stationary,TRUE,2016-06-21,2016,173,8.566666666666666,40,0,1,TRUE
S30439574,obsr308485,S30439574,Cardinalis cardinalis,1,US-IL,L4495710,42.029193,-88.038436,Traveling,TRUE,2016-06-29,2016,181,6.75,7,0.402,1,TRUE
S30060049,obsr308485,S30060049,Cardinalis cardinalis,2,US-IL,L4495710,42.029193,-88.038436,Traveling,TRUE,2016-06-03,2016,155,17.916666666666668,10,0.402,1,TRUE
S30329425,obsr151980,S30329425,Cardinalis cardinalis,3,US-IL,L913042,42.1047,-87.76573,Stationary,TRUE,2016-06-20,2016,172,7.5,10,0,3,TRUE
S30427178,obsr416195,S30427178,Cardinalis cardinalis,3,US-IL,L2288069,39.4932584,-88.1562409,Stationary,TRUE,2016-06-27,2016,179,16,180,0,2,TRUE
S30238284,obsr4911,S30238284,Cardinalis cardinalis,8,US-IL,L2139251,41.0916004,-87.8593565,Traveling,TRUE,2016-06-15,2016,167,6.25,110,2.414,1,TRUE
S30156536,obsr106714,S30156536,Cardinalis cardinalis,1,US-IL,L559949,41.6455725,-87.9193515,Stationary,TRUE,2016-06-09,2016,161,6.916666666666667,5,0,2,TRUE
S30441765,obsr311952,S30441765,Cardinalis cardinalis,2,US-IL,L3714212,41.821164,-88.005437,Stationary,TRUE,2016-06-10,2016,162,9.3,5,0,1,TRUE
S30270205,obsr374255,S30270205,Cardinalis cardinalis,1,US-IL,L2212900,40.2739051,-90.0452499,Traveling,TRUE,2016-06-17,2016,169,9.5,30,0.644,1,TRUE
S30471647,obsr311952,S30471647,Cardinalis cardinalis,2,US-IL,L3714293,41.8234577,-88.0084062,Traveling,TRUE,2016-06-30,2016,182,8.2,12,0.483,1,TRUE
S30791956,obsr327945,S30791956,Cardinalis cardinalis,1,US-IL,L2459916,42.3359609,-88.0764914,Stationary,TRUE,2016-06-20,2016,172,8.416666666666666,5,0,1,TRUE
S30229917,obsr507797,S30229917,Cardinalis cardinalis,1,US-IL,L2897983,42.1436958,-88.077874,Traveling,TRUE,2016-06-14,2016,166,12.5,150,4.828,1,TRUE
S30391063,obsr233021,S30391063,Cardinalis cardinalis,1,US-IL,L2263608,41.5230295,-87.9756939,Stationary,TRUE,2016-06-24,2016,176,5.916666666666667,3,0,1,TRUE
S30030274,obsr440259,S30030274,Cardinalis cardinalis,1,US-IL,L152615,41.6898,-87.9207,Traveling,TRUE,2016-06-01,2016,153,11,135,4.023,2,TRUE
S30376149,obsr213679,S30376149,Cardinalis cardinalis,2,US-IL,L328859,40.6661824,-88.8987601,Traveling,TRUE,2016-06-24,2016,176,19.05,16,0.644,1,TRUE
S30338363,obsr485175,S30338363,Cardinalis cardinalis,1,US-IL,L144492,41.793499,-88.1837006,Traveling,TRUE,2016-06-21,2016,173,18.3,30,0.805,2,TRUE
S30429426,obsr307478,S30429426,Cardinalis cardinalis,1,US-IL,L4011176,41.8373634,-87.799269,Traveling,TRUE,2016-06-28,2016,180,8.75,45,0.402,1,TRUE
S30175746,obsr399437,S30175746,Cardinalis cardinalis,2,US-IL,L1216408,41.3790219,-88.1230116,Traveling,TRUE,2016-06-11,2016,163,8.416666666666666,132,3.862,1,TRUE
S30390994,obsr233021,S30390994,Cardinalis cardinalis,2,US-IL,L2263578,41.507115,-87.9654157,Stationary,TRUE,2016-06-24,2016,176,5.583333333333333,3,0,1,TRUE
S30304288,obsr34033,S30304288,Cardinalis cardinalis,12,US-IL,L724602,41.8283222,-87.8887367,Traveling,TRUE,2016-06-19,2016,171,8.666666666666666,115,3.862,1,TRUE
S30033702,obsr354199,S30033702,Cardinalis cardinalis,5,US-IL,L1160738,41.8303048,-87.9567146,Traveling,TRUE,2016-06-01,2016,153,16.25,115,3.219,1,TRUE
S30430336,obsr265883,S30430336,Cardinalis cardinalis,2,US-IL,L2343779,42.2944094,-88.226341,Stationary,TRUE,2016-06-28,2016,180,8.5,75,0,1,TRUE
S61291398,obsr424136,S61291398,Cardinalis cardinalis,1,US-IL,L10021941,41.36212,-88.32308,Stationary,TRUE,2016-06-24,2016,176,5.266666666666667,5,0,1,TRUE
S30144100,obsr553183,S30144100,Cardinalis cardinalis,2,US-IL,L390107,42.2408458,-88.4577084,Traveling,TRUE,2016-06-06,2016,158,19.166666666666668,70,2.414,1,TRUE
S30199772,obsr103163,S30199772,Cardinalis cardinalis,4,US-IL,L210287,41.7110053,-88.0888678,Traveling,TRUE,2016-06-12,2016,164,15.333333333333334,140,3.219,1,TRUE
S30296813,obsr231296,S30296813,Cardinalis cardinalis,2,US-IL,L1188426,38.5815868,-89.9596596,Traveling,TRUE,2016-06-17,2016,169,7.116666666666666,90,1.609,2,TRUE
S30285855,obsr482670,S30285855,Cardinalis cardinalis,2,US-IL,L1817925,40.1246368,-88.2840438,Traveling,TRUE,2016-06-16,2016,168,9.666666666666666,155,1.609,1,TRUE
S30342125,obsr397921,S30342125,Cardinalis cardinalis,2,US-IL,L160854,42.288961,-88.6005306,Traveling,TRUE,2016-06-22,2016,174,6.25,75,1.609,1,TRUE
S30160685,obsr556872,S30160685,Cardinalis cardinalis,4,US-IL,L3306304,41.4668088,-88.2038265,Traveling,TRUE,2016-06-10,2016,162,6.5,120,2.414,1,TRUE
