"","species_observed","year","day_of_year","time_observations_started","duration_minutes","effort_distance_km","number_observers","pland_00_water","pland_01_evergreen_needleleaf","pland_03_deciduous_needleleaf","pland_04_deciduous_broadleaf","pland_05_mixed_forest","pland_08_woody_savanna","pland_09_savanna","pland_10_grassland","pland_11_wetland","pland_12_cropland","pland_13_urban","pland_14_mosiac","pland_15_barren","elevation_median","elevation_sd"
"3288","FALSE",2013,170,6.55,5,0,2,0,0,0,0,0,0,0.3225806,0,0,0,0.6774194,0,0,206.2841,4.290218
"3290","FALSE",2013,173,6.166667,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,286.6546,6.479495
"3292","FALSE",2013,172,6.866667,6,0,1,0,0,0,0.03225806,0,0,0.3870968,0.3548387,0,0.03225806,0.1935484,0,0,258.9923,3.659438
"3293","FALSE",2013,172,9.583333,5,0,1,0,0,0,0,0,0,0.3448276,0.4482759,0,0,0.2068966,0,0,250.7251,7.017642
"3294","FALSE",2013,174,5.916667,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,209.7566,4.283913
"3296","FALSE",2013,169,19.53333,14,0,1,0,0,0,0,0,0,0,0,0,0.9032258,0,0.09677419,0,344.7586,5.063667
"3297","FALSE",2013,174,7.5,120,3.219,2,0,0,0,0,0,0,0.2580645,0,0,0,0.7419355,0,0,200.8286,4.307395
"3298","FALSE",2013,174,5.983333,5,0,3,0,0,0,0,0,0,0.516129,0.1612903,0,0,0.3225806,0,0,246.9004,3.819903
"3299","FALSE",2013,173,16.25,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,210.0283,2.699015
"3300","FALSE",2013,169,15,45,0.402,1,0,0,0,0,0,0,0,0,0,0,1,0,0,199.0525,4.661115
"3302","FALSE",2013,173,14.66667,45,0.805,1,0,0,0,0.03333333,0,0,0.2,0.1666667,0.3,0,0.3,0,0,215.6082,3.993941
"3304","FALSE",2013,171,14.75,15,0,1,0,0,0,0,0,0,0,0,0,0.9032258,0.09677419,0,0,263.6675,5.518131
"3305","FALSE",2013,174,6.216667,5,0,2,0,0,0,0.03225806,0,0.06451613,0.1290323,0,0,0.2580645,0.4193548,0.09677419,0,233.7379,7.368063
"3306","FALSE",2013,172,6.016667,5,0,1,0,0,0,0,0,0,0.03225806,0.3225806,0,0,0.6451613,0,0,239.6301,5.858334
"3307","FALSE",2013,172,8.5,5,0,1,0,0,0,0,0,0,0.3870968,0.3225806,0,0.2903226,0,0,0,235.1978,5.073153
"3308","FALSE",2013,174,7,6,0,2,0,0,0,0,0,0,0.2333333,0.06666667,0,0,0.7,0,0,216.0585,3.72443
"3309","FALSE",2013,171,7.766667,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,245.2648,2.812625
"3310","FALSE",2013,172,7.5,5,0,1,0,0,0,0,0,0,0,0,0,0.9655172,0,0.03448276,0,238.8005,5.914376
"3311","FALSE",2013,171,5.9,5,0,1,0,0,0,0,0,0,0.125,0.28125,0,0,0.59375,0,0,231.912,2.655899
"3312","FALSE",2013,174,6.5,5,0,1,0,0,0,0,0,0,0.03333333,0,0,0,0.9666667,0,0,226.6738,1.948884
"3313","FALSE",2013,173,7.583333,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,192.0045,2.239403
"3314","FALSE",2013,171,5.9,5,0,1,0,0,0,0,0,0,0.125,0.375,0,0,0.5,0,0,230.9351,2.442517
"3315","FALSE",2013,172,19.16667,40,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,220.1035,3.194866
"3316","FALSE",2013,171,5.25,75,0.402,1,0,0,0,0,0,0,0,0,0,0,1,0,0,184.2747,1.324358
"3317","FALSE",2013,170,8.5,90,1.609,1,0,0,0,0,0,0.03225806,0,0,0,0.516129,0.2580645,0.1935484,0,218.1449,1.992043
"3318","FALSE",2013,170,5.333333,5,0,1,0,0,0,0,0,0,0.3225806,0.2903226,0,0.06451613,0.3225806,0,0,225.3709,4.906016
"3319","FALSE",2013,169,7.583333,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,222.4635,5.370388
"3320","FALSE",2013,174,10.5,35,1.609,1,0,0,0,0,0,0,0,0,0,1,0,0,0,190.4995,1.802248
"3321","FALSE",2013,173,6.7,239,3.219,2,0,0,0,0,0,0,0,0,0,0.8666667,0.1,0.03333333,0,210.5276,3.229287
"3323","FALSE",2013,170,8.75,5,0,1,0,0,0,0,0,0,0.6,0.1666667,0,0.1,0.1333333,0,0,232.2364,3.497122
"3324","FALSE",2013,174,7.5,5,0,1,0,0,0,0,0,0,0.2258065,0.06451613,0,0,0.7096774,0,0,215.601,2.532835
"3325","FALSE",2013,174,8.35,10,0,2,0,0,0,0.0625,0,0,0.125,0.03125,0,0,0.78125,0,0,220.8101,5.611465
"3326","FALSE",2013,173,7.666667,5,0,1,0,0,0,0.1,0,0,0.2666667,0.1333333,0,0,0.5,0,0,204.8116,2.62058
"3328","FALSE",2013,171,5.916667,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,218.1692,3.008571
"3329","FALSE",2013,173,16.5,90,4.828,2,0,0,0,0,0,0,0.2333333,0.2333333,0,0,0.5333333,0,0,222.3147,8.179373
"3330","FALSE",2013,170,9.5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,210.4204,7.295571
"3332","FALSE",2013,175,8.5,72,1.609,1,0,0,0,0,0,0,0,0,0,1,0,0,0,260.2155,4.716366
"3333","FALSE",2013,171,4.916667,5,0,1,0,0,0,0,0,0,0,0.516129,0,0,0.483871,0,0,212.5993,3.02001
"3335","FALSE",2013,170,6.416667,15,0.805,1,0.3,0,0,0,0,0,0,0,0.06666667,0,0.6333333,0,0,180.9548,5.558386
"3339","FALSE",2013,173,14.25,30,0,2,0,0,0,0,0,0,0.1,0.03333333,0,0.6333333,0,0.2333333,0,211.1066,8.733453
"3340","FALSE",2013,172,8.633333,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,204.4049,2.540329
"3341","FALSE",2013,172,6,5,0,1,0,0,0,0.03333333,0,0,0.3666667,0.1,0,0.03333333,0.4666667,0,0,223.8811,9.647931
"3343","FALSE",2013,169,17.46667,14,0,1,0,0,0,0,0,0,0,0.09677419,0,0,0.9032258,0,0,200.8093,2.269376
"3344","FALSE",2013,172,6,5,0,1,0,0,0,0.03333333,0,0,0.5,0.3,0,0.06666667,0.1,0,0,212.4471,19.64853
"3345","FALSE",2013,170,12.6,14,1.207,1,0,0,0,0,0,0,0,0,0,0,1,0,0,183.2766,1.895499
"3347","FALSE",2013,172,6,5,0,1,0,0,0,0.03125,0,0,0.34375,0.21875,0,0,0.40625,0,0,208.2494,18.80622
"3348","FALSE",2013,171,11.61667,5,0,1,0,0,0,0.2,0,0,0.2333333,0.1,0,0,0.4666667,0,0,200.1058,13.46181
"3349","FALSE",2013,173,14.83333,5,0,2,0,0,0,0.25,0,0,0.3125,0.15625,0,0.1875,0,0.09375,0,225.6736,3.554077
"3350","FALSE",2013,172,12.68333,25,4.828,1,0,0,0,0,0,0,0,0,0,0.8709677,0.1290323,0,0,188.5865,3.77083
"3351","FALSE",2013,170,7.066667,5,0,2,0,0,0,0.1333333,0,0,0.4666667,0.2666667,0.1333333,0,0,0,0,218.9728,3.14954
"3352","FALSE",2013,173,20.75,14,0,1,0,0,0,0,0,0,0,0,0,0.9354839,0.06451613,0,0,191.1284,6.992389
"3353","FALSE",2013,170,8,60,1.609,1,0,0,0,0,0,0,0.1333333,0.2,0.1,0,0.5666667,0,0,214.0436,2.176104
"3354","FALSE",2013,175,11.95,2,0,1,0,0,0,0,0,0,0.03225806,0,0.2258065,0,0.5806452,0,0.1612903,177.4679,2.176986
"3355","FALSE",2013,174,11.98333,10,1.609,1,0,0,0,0.1290323,0,0.06451613,0,0.2903226,0,0.516129,0,0,0,163.3203,26.55208
"3357","FALSE",2013,173,13.16667,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,183.3243,3.378535
"3358","FALSE",2013,173,13.56667,24,0.322,1,0,0,0,0,0,0,0,0,0,0,1,0,0,180.5805,2.897636
"3359","FALSE",2013,173,11,10,0,2,0,0,0,0.5625,0,0.125,0.1875,0.09375,0,0.03125,0,0,0,206.817,18.83658
"3360","FALSE",2013,172,9.333333,1,0,1,0,0,0,0,0,0,0,0.2,0,0.1333333,0.6666667,0,0,214.5086,3.694475
"3361","FALSE",2013,174,7.366667,5,0,2,0,0,0,0,0,0,0.375,0.46875,0,0,0.15625,0,0,215.4308,2.53345
"3362","FALSE",2013,173,11.75,45,3.219,2,0,0,0,0.6451613,0,0.03225806,0.1935484,0,0,0.09677419,0,0.03225806,0,211.8759,3.311974
"3363","FALSE",2013,174,12.25,110,0.322,1,0,0,0,0,0,0.06451613,0,0.09677419,0.4516129,0.3548387,0,0.03225806,0,153.1365,20.49663
"3364","FALSE",2013,173,17.25,60,0.805,2,0.06451613,0,0,0.06451613,0,0.03225806,0,0.06451613,0.2903226,0.4516129,0,0.03225806,0,165.2094,20.93348
"3367","FALSE",2013,174,8.5,90,4.828,2,0.1333333,0,0,0,0,0,0,0.3666667,0.06666667,0.4333333,0,0,0,156.7304,1.446696
"3368","FALSE",2013,169,6,30,0.805,1,0,0,0,0,0,0,0,0,0,0,1,0,0,186.0068,2.873347
"3369","FALSE",2013,172,10.16667,120,1.931,2,0,0,0,0,0,0,0.1,0,0,0.7333333,0.1666667,0,0,190.614,3.076347
"3370","FALSE",2013,170,7.25,10,0,1,0,0,0,0,0,0,0,0.2333333,0,0,0.7666667,0,0,192.4504,2.008761
"3371","FALSE",2013,171,6.833333,20,0,1,0,0,0,0,0,0,0.1333333,0.03333333,0,0.3666667,0.4333333,0.03333333,0,254.9775,1.804171
"3372","FALSE",2013,174,10.6,34,2.012,1,0,0,0,0,0,0,0.03333333,0.2333333,0,0.6666667,0.06666667,0,0,176.2564,8.225264
"3373","FALSE",2013,171,17.25,240,0,1,0,0,0,0,0,0,0.4333333,0.03333333,0,0.4,0.03333333,0.1,0,249.8052,2.63476
"3374","FALSE",2013,173,19.16667,20,0,3,0,0,0,0,0,0,0,0,0,0.96875,0,0.03125,0,204.8201,2.925363
"3375","FALSE",2013,173,10.25,40,0.161,4,0,0,0,0,0,0,0,0.59375,0,0.40625,0,0,0,340.9291,26.12832
"3377","FALSE",2013,172,10.5,60,1.609,1,0.28125,0,0,0,0,0.03125,0,0.15625,0.15625,0.375,0,0,0,141.6801,14.84617
"3378","FALSE",2013,170,8.5,60,0,1,0,0,0,0,0,0,0.0625,0,0,0.125,0.8125,0,0,236.7456,4.406162
"3379","FALSE",2013,174,5.25,30,1.609,1,0,0,0,0,0,0,0,0,0,1,0,0,0,222.0489,1.292128
"3381","FALSE",2013,173,8.5,45,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,424.3599,16.48647
"3382","FALSE",2013,170,9.583333,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,195.4755,2.2746
"3383","FALSE",2013,172,19.08333,2,1.609,1,0,0,0,0,0,0,0,0,0,1,0,0,0,194.838,0.86376
"3384","FALSE",2013,169,5.916667,15,0,1,0,0,0,0,0,0,0,0.06451613,0,0.2258065,0.7096774,0,0,191.6874,2.476047
"3385","FALSE",2013,171,6.433333,2,0,1,0,0,0,0,0,0,0,0.4666667,0,0.3333333,0.2,0,0,295.9183,7.371553
"3387","FALSE",2013,172,6,15,1.609,1,0,0,0,0,0,0,0,0,0,1,0,0,0,268.8387,2.851257
"3388","FALSE",2013,172,21.15,30,0,1,0,0,0,0,0,0,0.2258065,0.3870968,0,0.03225806,0.3548387,0,0,303.6305,6.382895
"3390","FALSE",2013,173,13.75,16,0,1,0,0,0,0,0,0,0,0,0,0.9677419,0,0.03225806,0,211.5887,13.61159
"3391","FALSE",2013,174,13,30,0,2,0,0,0,0,0,0,0,0,0,0.03125,0.96875,0,0,263.8057,9.168216
"3392","FALSE",2013,173,21.33333,5,0,1,0,0,0,0,0,0,0.2,0.4333333,0,0.2,0.1666667,0,0,242.8466,16.55363
"3394","FALSE",2013,171,16.83333,60,1.609,1,0.1333333,0,0,0,0,0,0,0.03333333,0.4666667,0.2666667,0,0.1,0,139.8795,16.32025
"3395","FALSE",2013,172,19.8,2,1.609,1,0,0,0,0,0,0,0,0,0,0.7333333,0.2666667,0,0,258.9683,7.042535
"3396","FALSE",2013,174,13.25,30,0,1,0.06451613,0,0,0,0,0,0,0.03225806,0.09677419,0,0.8064516,0,0,176.5136,2.179485
"3397","FALSE",2013,173,10.16667,185,1.609,1,0,0,0,0.375,0,0.125,0.21875,0.1875,0,0.09375,0,0,0,206.9948,2.803093
"3398","FALSE",2013,169,11.91667,20,1.77,1,0,0,0,0,0,0,0.03448276,0.137931,0,0.1034483,0.7241379,0,0,193.382,3.135516
"3399","FALSE",2013,175,21,45,0,1,0.1666667,0,0,0,0,0,0.03333333,0,0.1666667,0.6,0,0.03333333,0,174.7629,1.657648
"3402","FALSE",2013,170,10.33333,20,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,146.0594,1.861468
"3403","FALSE",2013,173,13.95,13,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,156.146,0.358416
"3404","FALSE",2013,174,11.08333,10,0.402,1,0,0,0,0.8125,0,0.09375,0.03125,0,0,0.03125,0,0.03125,0,210.6017,3.283775
"3407","FALSE",2013,174,17.16667,5,0,1,0,0,0,0,0,0,0,0,0,0.6333333,0.3,0.06666667,0,228.443,19.22968
"3408","FALSE",2013,171,5.5,30,1.609,1,0,0,0,0,0,0,0.03125,0.875,0,0.09375,0,0,0,319.6211,4.205554
"3409","FALSE",2013,169,8.75,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,234.3025,5.476033
"3410","FALSE",2013,175,11.55,30,1.609,1,0,0,0,0,0,0,0,0,0,0.9677419,0,0.03225806,0,254.1838,6.649126
"3412","FALSE",2013,171,10.5,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,202.7783,0.5164734
"3413","FALSE",2013,171,10.75,60,0.805,2,0,0,0,0,0,0,0,0.06666667,0,0.1333333,0.8,0,0,243.4809,5.732844
"3415","FALSE",2013,173,7.5,30,0,1,0,0,0,0,0,0,0,0.06451613,0,0.9354839,0,0,0,137.0559,3.246892
"3416","FALSE",2013,172,7.2,5,0,1,0,0,0,0,0,0.03333333,0.1,0.1333333,0,0.7333333,0,0,0,184.3551,2.51825
"3417","FALSE",2013,172,8.15,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,189.1335,1.647563
"3418","FALSE",2013,173,8,60,0,1,0,0,0,0,0,0,0,0,0,0.6666667,0.3333333,0,0,239.2334,3.041329
"3419","FALSE",2013,172,13.5,60,0.805,1,0,0,0,0,0,0,0,1,0,0,0,0,0,418.2732,7.823232
"3420","FALSE",2013,173,7,39,0,1,0,0,0,0,0,0,0.21875,0.03125,0,0.3125,0,0.4375,0,299.5517,6.779117
"3422","FALSE",2013,171,6,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,420.4037,24.30533
"3423","FALSE",2013,172,12,30,3.219,1,0,0,0,0,0,0,0,0,0,1,0,0,0,187.808,1.573157
"3425","FALSE",2013,174,13.75,210,0,1,0,0,0,0,0,0,0,0,0,0.9,0,0.1,0,211.9358,3.836509
"3426","FALSE",2013,173,8.666667,5,0,1,0,0,0,0,0,0,0,0,0,0.9677419,0,0.03225806,0,177.31,12.68915
"3428","FALSE",2013,174,7.5,33,0,1,0,0,0,0,0,0,0,0.09375,0,0.71875,0.1875,0,0,213.2804,2.871845
"3429","FALSE",2013,174,7.266667,5,0,1,0,0,0,0,0,0,0,0,0,0.1290323,0.8709677,0,0,222.3597,2.114519
"3430","FALSE",2013,169,8,90,1.609,1,0,0,0,0,0,0,0,0.1,0,0.9,0,0,0,240.6447,1.199191
"3434","FALSE",2013,171,16.91667,7,0.644,1,0,0,0,0,0,0,0,0,0,0.6666667,0.3333333,0,0,252.9936,2.599625
"3436","FALSE",2013,173,16.66667,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,193.6622,2.031954
"3437","FALSE",2013,171,22.31667,15,0.805,1,0,0,0,0,0,0.06451613,0,0.09677419,0,0.483871,0.2903226,0.06451613,0,261.8577,3.331358
"3439","FALSE",2013,171,22,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,204.0308,1.314417
"3441","FALSE",2013,174,14.5,20,0.805,2,0,0,0,0.1666667,0.03333333,0.1,0.2,0.1,0.1,0.3,0,0,0,265.8036,10.68636
"3442","FALSE",2013,169,18.18333,12,1.609,1,0,0,0,0,0,0,0,0.8,0,0.2,0,0,0,283.6365,6.648492
"3443","FALSE",2013,175,10,75,4.023,1,0,0,0,0.2258065,0,0.09677419,0.1935484,0,0,0.483871,0,0,0,196.4876,12.99583
"3444","FALSE",2013,169,20.46667,13,0,1,0,0,0,0,0,0,0,0.8666667,0,0.1333333,0,0,0,277.6946,3.479644
"3445","FALSE",2013,175,18.75,90,2.414,1,0,0,0,0.5666667,0,0,0.1,0,0,0.3333333,0,0,0,203.9168,15.75317
"3447","FALSE",2013,172,21.25,60,0,1,0,0,0,0.5,0,0.3333333,0.1666667,0,0,0,0,0,0,206.9956,6.930545
"3448","FALSE",2013,173,5.5,100,4.828,1,0.03225806,0,0,0,0,0,0.03225806,0.09677419,0.5483871,0.1290323,0.06451613,0,0.09677419,124.5761,0.5534691
"3450","FALSE",2013,172,22.83333,30,0,1,0,0,0,0.34375,0,0.0625,0.3125,0.125,0,0,0.15625,0,0,191.0822,6.476296
"3451","FALSE",2013,171,19,90,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,221.2659,6.551627
"3453","FALSE",2013,172,8,60,3.219,1,0,0,0,0,0,0,0.03333333,0.3,0.03333333,0.6333333,0,0,0,128.5045,2.922289
"3454","FALSE",2013,169,20.5,30,0,1,0,0,0,0,0,0,0.1,0,0,0.8333333,0,0.06666667,0,228.4625,8.108085
"3455","FALSE",2013,172,22.5,60,0,1,0,0,0,0.1875,0,0.34375,0.3125,0.125,0,0.03125,0,0,0,178.097,19.62696
"3456","FALSE",2013,170,8.15,60,0,2,0,0,0,0,0,0,0.1333333,0.1666667,0,0.2,0.5,0,0,150.8308,12.03635
"3457","FALSE",2013,172,12.75,40,0.966,1,0,0,0,0,0,0,0.06666667,0.06666667,0,0.1,0.7666667,0,0,163.8378,4.732652
"3461","FALSE",2013,174,15,150,3.219,1,0,0,0,0,0,0,0.1666667,0.2333333,0,0.2333333,0.2,0.1666667,0,268.0871,7.212639
"3464","FALSE",2013,173,11,120,4.828,2,0,0,0,0.125,0,0.03125,0.5625,0.1875,0,0,0.09375,0,0,273.1744,14.91735
"3466","FALSE",2013,172,8.75,120,1.609,2,0,0,0,0,0,0,0,0.483871,0,0.3870968,0.1290323,0,0,226.624,1.999576
"3468","FALSE",2013,173,10.75,15,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,230.5297,3.028576
"3469","FALSE",2013,170,12.28333,44,2.108,1,0.25,0,0,0.0625,0,0,0.03125,0.21875,0.21875,0.1875,0,0.03125,0,313.2107,7.20164
"3470","FALSE",2013,174,17.88333,77,1.448,1,0,0,0,0,0,0,0.4333333,0.06666667,0.1333333,0,0.3666667,0,0,282.1136,11.58504
"3471","FALSE",2013,171,10.25,60,0.805,3,0,0,0,0,0,0.5666667,0.2333333,0.06666667,0,0,0.1333333,0,0,220.8213,13.07997
"3472","FALSE",2013,169,8.75,30,0.805,1,0,0,0,0,0,0,0.2413793,0.2758621,0,0.3103448,0.137931,0.03448276,0,257.6597,18.77257
"3475","FALSE",2013,170,12.53333,99,2.897,1,0,0,0,0,0,0,0.1,0.03333333,0,0.8,0,0.06666667,0,279.2035,3.994603
"3476","FALSE",2013,173,9.35,60,3.219,2,0,0,0,0,0,0,0.2333333,0.4,0,0.1333333,0.2,0.03333333,0,250.2791,7.75722
"3477","FALSE",2013,173,0,10,0,1,0,0,0,0,0,0,0.06451613,0,0,0,0.9354839,0,0,235.9869,9.658852
"3478","FALSE",2013,170,7.166667,10,0,1,0,0,0,0,0,0,0.06666667,0.4666667,0,0.4666667,0,0,0,279.157,1.696614
"3479","FALSE",2013,174,18,60,3.219,2,0,0,0,0,0,0,0,0,0,0,1,0,0,222.3341,7.615855
"3480","FALSE",2013,170,5.5,75,1.609,1,0,0,0,0.2258065,0,0,0.1935484,0,0,0.5806452,0,0,0,129.0312,2.368717
"3481","FALSE",2013,172,20.5,15,0.805,1,0,0,0,0,0,0,0,0.06451613,0,0.9354839,0,0,0,178.8037,4.080544
"3482","FALSE",2013,173,8.25,30,0,2,0,0,0,0.09677419,0,0.06451613,0.06451613,0.09677419,0,0.483871,0.1612903,0.03225806,0,208.0353,9.718693
"3483","FALSE",2013,174,15.91667,22,0,1,0,0,0,0,0,0,0.06666667,0.03333333,0,0.06666667,0.8333333,0,0,273.6084,8.299187
"3484","FALSE",2013,173,12.5,60,1.609,6,0,0,0,0.2580645,0,0,0,0,0,0.7096774,0,0.03225806,0,315.0619,4.165044
"3485","FALSE",2013,170,11.18333,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,300.2191,4.708685
"3486","FALSE",2013,170,15.5,120,3.219,2,0,0,0,0,0,0,0.03225806,0.3548387,0,0.6129032,0,0,0,277.9017,2.390007
"3487","FALSE",2013,174,17,15,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,240.642,4.444309
"3488","FALSE",2013,170,21.08333,30,0,3,0,0,0.03125,0.15625,0.15625,0.03125,0.21875,0.09375,0,0.1875,0,0.125,0,162.8646,5.645574
"3489","FALSE",2013,174,14.1,14,2.897,1,0,0,0,0,0,0,0,0,0,1,0,0,0,298.4471,1.481065
"3491","FALSE",2013,171,16,60,0,1,0,0,0,0,0,0,0.25,0.03125,0,0.21875,0.40625,0.09375,0,256.3656,7.578044
"3492","FALSE",2013,173,13.45,44,2.494,1,0,0,0,0,0,0,0,0.2580645,0,0.7419355,0,0,0,237.0941,3.582275
"3493","FALSE",2013,172,13.3,78,4.265,1,0,0,0,0.03125,0,0,0,0.125,0,0.6875,0,0.15625,0,260.7804,5.411725
"3494","FALSE",2013,170,18.5,60,0,1,0,0,0,0,0,0,0.4666667,0.1,0,0.1,0.3,0.03333333,0,266.7743,4.061404
"3495","FALSE",2013,174,19.25,60,0,3,0,0,0,0,0,0.03333333,0.4666667,0,0,0,0.5,0,0,184.4628,18.93433
"3496","FALSE",2013,171,22,5,0,1,0,0,0,0,0,0.03333333,0,0,0,0,0.9666667,0,0,208.1853,28.50515
"3499","FALSE",2013,180,10,60,0,1,0,0,0,0,0,0,0.25,0,0,0,0.65625,0.09375,0,271.3987,5.251653
"3500","FALSE",2013,181,13,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,519.5571,9.59477
"3501","FALSE",2013,180,19,75,0.402,1,0,0,0,0,0,0,0,0,0,0.9666667,0,0.03333333,0,258.0367,8.184148
"3502","FALSE",2013,177,12.43333,45,0.644,3,0,0,0,0,0,0,0,0,0,1,0,0,0,492.8782,7.18717
"3503","FALSE",2013,176,18.41667,90,0,1,0,0,0,0,0,0,0,0,0,0.7666667,0.1333333,0.1,0,294.4746,5.297234
"3504","FALSE",2013,177,7.416667,275,4.828,3,0,0,0,0,0,0,0,0,0,1,0,0,0,470.9363,21.50914
"3505","FALSE",2013,176,12.5,60,1.609,1,0,0,0,0,0,0,0,0,0,1,0,0,0,269.5554,5.48645
"3506","FALSE",2013,181,11.48333,1,1.609,2,0,0,0,0,0,0,0,0,0,0.9,0,0.1,0,284.2578,11.18222
"3509","FALSE",2013,181,16.91667,25,0.08,1,0,0,0,0,0,0,0,0.03125,0.0625,0.90625,0,0,0,389.0493,1.925226
"3510","FALSE",2013,180,8.016667,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,408.5839,9.109366
"3513","FALSE",2013,177,11.08333,40,0,1,0,0,0,0,0,0,0,0.03333333,0,0,0.9666667,0,0,263.6999,5.001827
"3514","FALSE",2013,177,20.91667,60,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,459.9159,11.59744
"3515","FALSE",2013,178,11.03333,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,357.359,7.487354
"3516","FALSE",2013,177,23,35,4.828,1,0.03333333,0,0,0,0,0,0,0.2,0.3,0.4,0,0,0.06666667,392.0419,7.243502
"3518","FALSE",2013,176,6.5,27,0.483,1,0,0,0,0,0,0,0,0,0,1,0,0,0,337.6064,7.22559
"3519","FALSE",2013,180,12,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,358.3524,8.033912
"3520","FALSE",2013,176,16.5,20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,251.5394,6.683251
"3521","FALSE",2013,176,10,90,1.609,1,0,0,0,0,0,0,0,0,0,1,0,0,0,418.2252,9.13018
"3522","FALSE",2013,180,16.11667,95,3.219,3,0,0,0,0,0,0,0,0.06666667,0,0.1333333,0.8,0,0,389.3255,9.958382
"3523","FALSE",2013,176,17,60,2.414,1,0,0,0,0,0,0,0,0,0,0.9354839,0,0.06451613,0,242.2108,1.632698
"3524","FALSE",2013,177,8,45,2.736,1,0,0,0,0,0,0,0,0.21875,0.0625,0.71875,0,0,0,252.6239,9.100785
"3527","FALSE",2013,180,6.466667,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,246.5485,10.24964
"3528","FALSE",2013,179,15.66667,121,0,1,0,0,0,0,0,0.03225806,0,0,0,0.9677419,0,0,0,244.5542,6.940049
"3529","FALSE",2013,181,7.783333,12,0,3,0,0,0,0,0,0,0,0,0,0.8666667,0,0.1333333,0,226.9804,4.536902
"3530","FALSE",2013,179,8.083333,2,0,1,0,0,0,0,0,0,0.03125,0,0,0.4375,0.5,0.03125,0,214.8599,7.580562
"3531","FALSE",2013,181,8.283333,33,0,3,0.4,0,0,0,0,0,0,0,0.03333333,0,0.5333333,0,0.03333333,182.666,9.333326
"3532","FALSE",2013,181,7.133333,21,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,231.1298,5.311464
"3533","FALSE",2013,176,12.5,30,0.322,2,0,0,0,0,0,0,0,0,0,0,0.9677419,0.03225806,0,207.9311,9.795288
"3534","FALSE",2013,180,16,10,0,3,0.06451613,0,0,0,0,0,0,0.5483871,0.1612903,0.2258065,0,0,0,212.7819,10.58623
"3535","FALSE",2013,179,8.316667,20,0,1,0,0,0,0,0,0.1,0,0.3,0,0.6,0,0,0,226.7366,3.226716
"3536","FALSE",2013,181,11.63333,36,0.161,2,0,0,0,0,0,0,0,0,0,1,0,0,0,251.5047,4.200486
"3538","FALSE",2013,181,14.33333,140,3.219,3,0,0,0,0,0,0,0.03225806,0,0,0.8064516,0,0.1612903,0,247.1915,10.22563
"3540","FALSE",2013,181,9,60,0.402,2,0,0,0,0,0,0,0.03333333,0.2,0,0.6333333,0.1333333,0,0,218.0606,4.03805
"3541","FALSE",2013,178,6.133333,10,0,2,0.1333333,0,0,0,0,0,0.2666667,0.1,0.2333333,0,0.2666667,0,0,230.6747,6.126696
"3542","FALSE",2013,177,7.333333,20,0,2,0,0,0,0,0,0,0.4666667,0.2666667,0,0,0.2666667,0,0,245.4943,3.023062
"3543","FALSE",2013,177,13.06667,17,3.219,1,0.2333333,0,0,0.1,0,0,0,0.06666667,0.4333333,0.1666667,0,0,0,181.2452,7.617073
"3544","FALSE",2013,176,8.3,10,0,1,0,0,0,0,0,0,0.15625,0.40625,0,0,0.4375,0,0,238.4316,2.26281
"3545","FALSE",2013,180,9.5,5,0,1,0,0,0,0,0,0,0,0,0,0.3225806,0,0.6774194,0,270.0237,6.469163
"3546","FALSE",2013,178,6,90,0,1,0,0,0,0,0,0,0.5806452,0.1290323,0,0.09677419,0.1612903,0.03225806,0,235.9322,8.700327
